UNIMED GOIANIA;"02476067000122 ";"382876"
UNIMED GOVERNADOR VALADARES;"42892281000184";"386588"
UNIMED GRANDE FLORIAN?POLIS ;?77858611000108 ;"360449"
UNIMED GRANDE FLORIANÓPOLIS;"77858611000108 ";"360449"
UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;"";"360449"
UNIMED GUARAPUAVA;"78044815000160 ";"322571"
UNIMED GUARARAPES;"40869042000188 ";"327263"
UNIMED GUARULHOS - DR ALBERTO;"74.466.137/0001-72";"333051"
UNIMED GUARULHOS - DR FLAVIO;"74.466.137/0001-72";"333051"
Unimed Guarulhos - Dr. Henrique;"74466137000172";"333051"
UNIMED GUARULHOS-;"74.466.137/0001-72";"333051"
UNIMED GUARULHOS- DR FLAVIO;;"333051"
UNIMED GUAXUP? ;?26291484000169 ;"318035"
UNIMED GUAXUPÉ;"26291484000169 ";"318035"
UNIMED GURUPI;"01476619000130 ";"301124"
UNIMED GV COOP TRABALHO MEDICO LTDA;"42892281000184 ";"386588"
UNIMED IJUI; 87647756000105;"357260"
UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDICO;"63202063000140 ";"347230"
Unimed Ilheus Dr Gustavo;"63.202.063/0001-40";"347230"
Unimed Ilheus Dr Igor;"63.202.063/0001-40";"347230"
Unimed Ilheus Otoclin;"63.202.063/0001-40";"347230"
UNIMED IMPERATRIZ;"07057185000110 ";"352543"
UNIMED INCONFIDENTES;"22720791000167 ";"304395"
UNIMED INT;"";"331872"
UNIMED INTERCÂMBIO;;"331872"
Unimed Intercâmbio;"111111111111111111";"357391"
UNIMED INTERCÂMBIO-CIRURGIAS;"";"000000"
UNIMED INTRAFEDERATIVA;;"999999"
UNIMED IPORA; 37876414000199 ;"337056"
UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO;"65276354000109 ";"335517"
UNIMED ITABUNA;"13245683000199 ";"357065"
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;"23802218000165 ";"322831"
UNIMED ITAQUI;"73424889000108 ";"316172"
UNIMED ITATIBA;"06091170000105 ";"415014"
UNIMED ITAÚNA;"71063853000110 ";"356581"
UNIMED ITUIUTABA;"41871989000196 ";"301060"
UNIMED J&J; 02812468000106 ;"331872"
UNIMED JACUI; 88321278000101 ;"359734"
UNIMED JI PARANÁ;"00697509000135 ";"347507"
UNIMED JO?O MONLEVADE ;?66191263000133 ;"352314"
UNIMED JOA?ABA ;?01356020000162 ;"301744"
UNIMED JOAÇABA;"01356020000162 ";"301744"
UNIMED JOÃO MONLEVADE;"66191263000133 ";"352314"
UNIMED JOAO PESSOA;"08680639000177 ";"321044"
UNIMED JOHNSON & JOHNSON;;"331872"
UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA;"17689407000170 ";"306886"
UNIMED JUNDIA? ;?56727134000163 ;"303267"
UNIMED JUNDIAÍ;"56727134000163 ";"303267"
UNIMED LAJEADO;"87300448000109";"306398"
UNIMED LAVRAS;"66477217000103 ";"345458"
UNIMED LEOPLDINA;"42936518000181 ";"386901"
UNIMED LESTE FLUMINENSE;"28630531000187 ";"343731"
UNIMED LESTE FLUMINENSE (INTERCAMBIO);"28630531000187 ";"343731"
UNIMED LESTE FLUMINENSE - DRª CRISTINA PEREIRA VELLOSO;"28630531000187";"343731"
UNIMED LESTE FLUMINENSE - DRª ROBERTA ASSED;"28630531000187";"343731"
UNIMED LESTE FLUMINENSE - DRº EDISON AUGUSTO BRITO MARTINS;"28630531000187";"343731"
UNIMED LESTE FLUMINENSE - DRº MAURICIO PIMENTA VELLOSO;"28630531000187";"343731"
UNIMED LESTE FLUMINENSE - DRº PAULO ROBERTO;"286305310000187";"343731"
UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO M?DICO ;?53678264000165 ;"358088"
UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;"53678264000165 ";"358088"
UNIMED LIMEIRA;"50480953000172 ";"301574"
UNIMED LITORAL;"85377174000120 ";"303356"
UNIMED LITORAL SUL;"00103956000119 ";"300136"
UNIMED LUZI?NIA ;?36862415000111 ;"310131"
UNIMED LUZIÂNIA; 36862415000111;"310131"
UNIMED MACAPA;"10225225000108 ";"366811"
UNIMED MACAU; 40999724000105 ;"309427"
UNIMED MACEI? COOPERATIVA DE TRABALHO MEDICO ;?12442737000143 ;"327689"
UNIMED MACEIÓ COOPERATIVA DE TRABALHO MEDICO;"12442737000143 ";"327689"
UNIMED MACHADO;"86584901000193 ";"354678"
UNIMED MANAUS;"04612990000170";"311961"
UNIMED MARINGA;;"304701"
Unimed Mario Luiz;"498.386.10763";"11111"
UNIMED MARQU?S DE VALEN?A ;?00368318000120 ;"321087"
UNIMED MARQUÊS DE VALENÇA;"00368318000120 ";"321087"
UNIMED MEDIANEIRA;"78420783000150";"305227"
UNIMED METROPOLITANA DO AGRESTE;"35642768000143 ";"318566"
UNIMED MG;"19891852000144 ";"363944"
UNIMED MINAS GERAIS;"19891852000144";"363944"
UNIMED MISS?ES SOCIEDADE COOPERATIVA DE SERVI?OS M?DICOS LTD ;?87701249000102 ;"311618"
UNIMED MISSÕES / RS; 87701249000102;"311618"
UNIMED MISSÕES SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTD ; 87701249000102 ;"311618"
UNIMED MONTE CARMELO;"64325228000134 ";"343315"
UNIMED MORRINHOS;"02192677000102 ";"342157"
UNIMED MOSSOR? ;?08566440000112 ;"389421"
UNIMED MOSSORÓ;"08566440000112 ";"389421"
UNIMED MURIAE ;?25971433000115 ;"368148"
UNIMED MURIAE ; 25971433000115 ;"368148"
UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;"25971433000115 ";"368148"
UNIMED NACIONAL;"";"343731"
UNIMED NACIONAL - DRª CRISTINA PEREIRA VELLOSO;"";"343731"
UNIMED NACIONAL - DRª ROBERTA ASSED;"";"343731"
UNIMED NACIONAL - DRº EDISON AUGUSTO BRITO MARTINS;"";"343731"
UNIMED NACIONAL - DRº MAURICIO PIMENTA VELLOSO;"";"343731"
UNIMED NACIONAL - DRº PAULO ROBERTO;"";"343731"
UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO M?DICO ;?08380701000105 ;"335592"
UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;"08380701000105 ";"335592"
UNIMED NNE;"09.237.009/0001-95";"324213"
UNIMED NORDESTE DO PARA; 02367559000180 ;"308463"
UNIMED NORDESTE PAULISTA FEDERA??O INTRAFED.COOP.MEDICAS ;?01559455000104 ;"328294"
UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS;"01559455000104 ";"328294"
UNIMED NORDESTE RS SOCIEDADE COOP. DE SERVI?OS M?DICOS LTDA ;?87827689000100 ;"325571"
UNIMED NORDESTE RS SOCIEDADE COOP. DE SERVIÇOS MÉDICOS ; 87827689000100;"325571"
UNIMED NORDESTE RS SOCIEDADE COOP. DE SERVIÇOS MÉDICOS LTDA ; 87827689000100 ;"325571"
UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;"39384664000137 ";"371629"
UNIMED NOROESTE DE MINAS;"41905498000119 ";"315494"
UNIMED NOROESTE DO PARANA;;"304701"
UNIMED NOROESTE FLUMINENSE;"28974020000182 ";"360414"
Unimed Noroeste/RS;"87.647.756/0001-05";"357260"
UNIMED NOROESTE/RS;"87647756000105 ";"357260"
UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;"87.647.756/0001-05";"357260"
UNIMED NORTE CAPIXABA;"35988963000120 ";"371777"
UNIMED NORTE DE MINAS;"16921561000163 ";"304051"
UNIMED NORTE DO MATO GROSSO;"73967085000155 ";"353663"
UNIMED NORTE DO PARANÁ;"80297161000128 ";"358282"
UNIMED NORTE FLUMINENSE;"30417661000188 ";"312592"
UNIMED NORTE PIONEIRO - COOP DE TRABALHO M?DICO ;?78953023000108 ;"366064"
UNIMED NORTE PIONEIRO - COOP DE TRABALHO MÉDICO ; 78953023000108 ;"366064"
UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;"78953023000108 ";"366064"
UNIMED NORTE/NORDESTE;"09237009000195 ";"324213"
UNIMED NOVA FRIBURGO LTDA;"29135795000127 ";"335479"
UNIMED NOVA IGUA?U ;?28714533000154 ;"344397"
UNIMED NOVA IGUAÇU;"28714533000154 ";"344397"
UNIMED NOVA IGUAÇU (INTERCAMBIO);"28714533000154 ";"344397"
UNIMED ODONTO;"10414182000109 ";"416801"
UNIMED OESTE DO PARA ;?10219897000100 ;"362140"
UNIMED OESTE DO PARA ; 10219897000100 ;"362140"
UNIMED OESTE DO PARA COOP TRABALHO MEDICO;"10219897000100 ";"362140"
UNIMED PALMAS;"37313475000148 ";"309907"
UNIMED PALMEIRA DOS ?NDIOS ;?41191677000131 ;"369233"
UNIMED PALMEIRA DOS ÍNDIOS;"41191677000131 ";"369233"
Unimed Palmério;"101.799.927-91";"111111"
UNIMED PARA DE MINAS; 42940528000190;"304344"
UNIMED PARAIBA;"40960189000189 ";"324523"
UNIMED PARANÁ;"78339439000130 ";"312720"
UNIMED PARNA?BA - COOPERATIVA DE TRABALHO M?DICO ;?23511850000150 ;"333719"
UNIMED PARNAÍBA - COOPERATIVA DE TRABALHO MÉDICO;"23511850000150 ";"333719"
UNIMED PATO BRANCO;"80871551000160 ";"370681"
UNIMED PATOS;"08315806000180 ";"336467"
UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO;"38499547000156 ";"353060"
UNIMED PATROCÍNIO;"41687179000184 ";"355593"
UNIMED PAULISTANA;;"57"
UNIMED PAULISTANA;;"999999"
UNIMED PAULISTANA;"43202472000130 ";"301337"
UNIMED PAULISTANA ( GINECOLOGIA );"43.202.472/0001-30";"301337"
UNIMED PAULISTANA (UROLOGISTA);;"301337"
UNIMED PAULISTANA - ANGIOHEALTH;"43202472000130 ";"301337"
UNIMED PAULISTANA - CLINICA CANTAREIRA;"43202472000130";"301337"
UNIMED PAULISTANA - DR ADRIANO;;"301337"
UNIMED PAULISTANA - DR ALBERTO;"43.202.472/0001-30";"301337"
UNIMED PAULISTANA - DR FABIO PETRI;"43.202.472/0001-30";"301337"
UNIMED PAULISTANA - DR HENRIQUE;"43202472000130";"301337"
UNIMED PAULISTANA - DR OSMAR;;"501337"
UNIMED PAULISTANA - DR OSMAR;"43.202.472/0001-30";"301337"
UNIMED PAULISTANA - DR. FLAVIO; 43202472000130;"301337"
UNIMED PAULISTANA - DR. HENRIQUE;"43202472000130";"301337"
UNIMED PAULISTANA - SOCIEDADE COOPERATIVA TRABALHO M?DICO;?43202472000130;"301337"
UNIMED PAULISTANA - SOCIEDADE COOPERATIVA TRABALHO MÉDICO; 43202472000130;"301337"
UNIMED PAULISTANA -DR ALBERTO;;"301337"
UNIMED PAULISTANA CANTAREIRA INTERCÂMBIO;"43202472000130";"301337"
UNIMED PAULISTANA INTERCAMBIO;"43.202.472/0001-30";"301337"
UNIMED PAULISTANA SOC. COOP. DE TRAB MED;"43202472000130";"301337"
UNIMED PAULISTANA SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO; 43202472000130;"301337"
UNIMED PAULISTANA- DR OSMAR;;"301337"
UNIMED PAULO AFONSO;"01085378000106 ";"312509"
UNIMED PEDRO LEOPOLDO; 66405119000152 ;"303585"
UNIMED PELOTAS;"89870547000151 ";"311375"
UNIMED PENEDO COOPERATIVA DE TRABALHO M?DICO LTDA ;?70002308000151 ;"337269"
UNIMED PENEDO COOPERATIVA DE TRABALHO MÉDICO LTDA; 70002308000151 ;"337269"
UNIMED PERNAMBUCANA;"02846189000163 ";"325759"
UNIMED PERNAMBUCO CENTRAL;"24155335000147 ";"379778"
Unimed Personal;"084403707-92";"357391"
Unimed Personal;"111111111111111111";"357391"
UNIMED PETROPOLIS;"28806545000109 ";"323993"
UNIMED PIAUÍ;"69599934000198 ";"416576"
UNIMED PIAUI; 69599934000198 ;"300896"
UNIMED PINDA ;?47565155000139 ;"342343"
UNIMED PINDA ; 47565155000139 ;"342343"
UNIMED PINDAMONHANGABA;"47565155000139 ";"342343"
UNIMED PIRAQUEA?U-COOPERATIVA DE TRABALHO M?DICO ;?00358011000148 ;"385751"
UNIMED PIRAQUEAÇU-COOP. DE TRABALHO MÉDICO ; 00358011000148 ;"385751"
UNIMED PIRAQUEAÇU-COOPERATIVA DE TRAB. MÉDICO; 00358011000148;"385751"
UNIMED PIRAQUEAÇU-COOPERATIVA DE TRABALHO MÉDICO ; 00358011000148 ;"385751"
Unimed Pl. Participativo;;"999999"
UNIMED PLANALTO;"36862415000111 ";"310131"
UNIMED PLANALTO CENTRAL RS;"89100135000132 ";"362832"
UNIMED PLANALTO M?DIO ;?87607149000111 ;"319384"
UNIMED PLANALTO MÉDIO;"87607149000111 ";"319384"
UNIMED PLANALTO NORTE;"85177194000158 ";"317012"
UNIMED POA  ;"91018481/0001-18";"352501"
UNIMED POCOS DE CALDAS;"41781949000153 ";"316148"
UNIMED PONTA GROSSA;"77781706000162 ";"349712"
UNIMED PONTAL DO TRIÂNGULO;"00730439000170 ";"353876"
UNIMED PONTE NOVA E REGI?O ;?01012474000116 ;"343722"
UNIMED PONTE NOVA E REGIÃO;"01012474000116 ";"343722"
UNIMED PORTO ALEGRE;"87096616000196 ";"352501"
UNIMED PRÉ;"";"331872"
UNIMED PROCEDIMENTOS;;"999999"
UNIMED RECIFE COOPERATIVA DE TRABALHO M?DICO ;?11214624000128 ;"344885"
UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;"11214624000128 ";"344885"
UNIMED REGI?O DA FRONTEIRA - RS LTDA. ;?92316124000107 ;"328375"
UNIMED REGI?O DA PRODU??O ;?00532888000103 ;"353698"
UNIMED REGIÃO DA CAMPANHA - RS;"89640452000141 ";"350648"
UNIMED REGIÃO DA FRONTEIRA - RS LTDA.; 92316124000107;"328375"
UNIMED REGIÃO DA PRODUÇÃO;"00532888000103 ";"353698"
UNIMED REGIONAL BREJO PARAIBANO; 70122262000104 ;"316857"
UNIMED REGIONAL DE ARACATI; 41314246000115 ;"322717"
UNIMED REGIONAL DE CAMPO MOUR?O ;?81715716000177 ;"306100"
UNIMED REGIONAL DE CAMPO MOURÂO ; 81715716000177 ;"306100"
UNIMED REGIONAL DE CRATEUS;"41316696000147 ";"356212"
UNIMED REGIONAL DE PICOS;"69612158000119 ";"313475"
UNIMED REGIONAL FLORIANO;"41511429000120 ";"316458"
UNIMED REGIONAL JA? ;?02322043000119 ;"306762"
UNIMED REGIONAL JAÚ;"02322043000119 ";"306762"
UNIMED REGIONAL MARING? COOPERATIVA DE TRABALHO M?DICO ;?76767219000182 ;"371254"
UNIMED REGIONAL MARINGÁ COOP.DE TRAB. MÉDICO;"76767219000182 ";"371254"
UNIMED REGIONAL MARINGÁ COOP.DE TRAB. MÉDICO (Bitencourt Medical Care S/S);"";"371254"
UNIMED REGIONAL MARINGÁ COOP.DE TRAB. MÉDICO (Pronto Med);;"371254"
UNIMED REGIONAL MARINGÁ COOP.DE TRAB. MÉDICO (Pronto Med);"";"371254"
UNIMED REGIONAL MARINGÁ COOPERATIVA DE TRABALHO MÉDICO; 76767219000182;"371254"
UNIMED REGIONAL SUL/GO;"33546979000157 ";"305472"
UNIMED RESENDE;"68709211000131 ";"330566"
UNIMED RIO;;"360512"
UNIMED RIO ;"";"359017"
UNIMED RIO;"42163881000101 ";"393321"
UNIMED RIO (INTERCAMBIO FEDERAÇÃO);"42163881000101 ";"393321"
UNIMED RIO (INTERCAMBIO NACIONAL);"42163881000101 ";"393321"
UNIMED RIO - COOPERATIVA DE TRABALHO MÉD;"42.163.881/0001-01";"393321"
UNIMED RIO - DR. CARLOS;"42163881000101 ";"393321"
UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;"84313741000112 ";"337871"
UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA ; 42163881000101 ;"393321"
UNIMED RIO DE JANEIRO;"42163881000101";"393321"
UNIMED RIO GRANDE DO SUL;"87158507000156";"367087"
UNIMED RIO VERDE;"37275625000176 ";"320251"
UNIMED RN FEDERACAO DAS SOC COOP DE TRAB MEDICO LTDA; 24368771000102;"348406"
UNIMED RONDON?POLIS ;?24676884000167 ;"359777"
UNIMED RONDONIA;"05657234000120 ";"337374"
UNIMED RONDONÓPOLIS;"24676884000167 ";"359777"
Unimed s/ psicoterapia;;"999999"
UNIMED S?O BORJA ;?88702857000102 ;"346438"
UNIMED S?O JO?O DEL REI COOPERATIVA DE TRABALHO MEDICO ;?25329079000120 ;"323926"
UNIMED S?O MIGUEL DOS CAMPOS ;?00816565000141 ;"353116"
UNIMED S?O SEBASTI?O DO PARA?SO ;?66453168000160 ;"327352"
UNIMED SALVADOR;"13130299000140 ";"301311"
UNIMED SANTA BARBARA DO OESTE;"48628366000136";"369292"
UNIMED SANTA CATARINA (Unimed-Jaraguá);"76.590.884/0001-43";"355691"
UNIMED SANTA MARIA SOC.COOPERATIVA DE SERVI?OS M?DICOS LTDA. ;?87497368000195 ;"319708"
UNIMED SANTA MARIA SOC.COOPERATIVA DE SERVIÇOS MÉDICOS LTDA.;"87497368000195 ";"319708"
UNIMED SANTA ROSA LTDA; 87689527000153;"352179"
UNIMED SANTO ANTONIO DE JESUS;"41972589000177 ";"383520"
UNIMED SANTOS DUMONT SOC.COOPERATIVA DE SERV. M?DICOS LTDA ;?19775840000154 ;"362620"
UNIMED SANTOS DUMONT SOC.COOPERATIVA DE SERV. MÉDICOS LTDA; 19775840000154;"362620"
UNIMED SANTOS DUMONT SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS L;"19775840000154 ";"362620"
UNIMED SÃO BORJA; 88702857000102 ;"346438"
UNIMED SAO CARLOS;"45359213000142 ";"354031"
UNIMED SÃO JOÃO DEL REI COOPERATIVA DE TRABALHO MEDICO;"25329079000120 ";"323926"
UNIMED SÃO JOÃO NEPOMUCENO;"71186886000158 ";"327638"
UNIMED SAO JOS? DO RIO PRETO ;?45100138000109 ;"335100"
UNIMED SAO JOSÉ DO RIO PRETO	;"";"335100"
UNIMED SAO JOSÉ DO RIO PRETO;"45100138000109 ";"335100"
UNIMED SAO JOSE DOS CAMPOS;"60214517000105";"331872"
UNIMED SÃO LUÍS;"07142821000101 ";"338559"
UNIMED SÃO MIGUEL DOS CAMPOS; 00816565000141 ;"353116"
UNIMED SAO ROQUE;"74521188000150 ";"318388"
UNIMED SÃO SEBASTIÃO DO PARAÍSO;"66453168000160 ";"327352"
UNIMED SEGURADORA (50 ao 52, 90,91,93,11 ao 14,21 ao 24,31 ao 34);;"331872"
UNIMED SEGUROS;;"000034"
UNIMED SEGUROS;;"34"
UNIMED SEGUROS;;"346540"
Unimed Seguros;;"999999"
UNIMED SEGUROS;"";"331872"
UNIMED SEGUROS;"04.487.255/0001-81";"000701"
Unimed Seguros Alergologia;"04487255000181";"000701"
Unimed Seguros Dermatologia;"04487255000181";"000701"
UNIMED SEGUROS SA?DE S/A ;?04487255000181 ;"000701"
Unimed Seguros Saúde S/A;;"000005"
UNIMED SEGUROS SAÚDE S/A;"04.487.255/0001-81";"000701"
UNIMED SEGUROS SAÚDE S/A; 04487255000181;"000701"
UNIMED SENHOR DO BONFIM;"16404675000136";"407330"
UNIMED SENHOR DO BONFIM - COOPERATIVA DE TRABALHO MÉDICO; 16404675000136 ;"407330"
UNIMED SERGIPE;"13360276000122";"337668"
UNIMED SERRA DO CARA?A COOPERATIVA DO TRABALHO MEDICO LTDA ;?01150489000140 ;"343196"
UNIMED SERRA DO CARAÇA COOP. DO TRAB. MEDICO LTDA; 01150489000140 ;"343196"
UNIMED SERRA DO CARAÇA COOPERATIVA DO TRABALHO MEDICO LTDA ; 01150489000140 ;"343196"
UNIMED SERRA DOS ÓRGÃOS;"39447149000159 ";"363774"
UNIMED SERRAS DE MINAS;"66343534000129 ";"314587"
UNIMED SETE LAGOAS COOPERATIVA TRABALHO MEDICO;"24014235000109 ";"349534"
UNIMED SJC;"60214517000105 ";"331872"
UNIMED SJC - JESSICA NEGRIS REZENDE;"60214517000105 ";"331872"
UNIMED SJC - PEDRO ALEXANDRE HENRIQUES LUIZ;"60214517000105 ";"331872"
UNIMED SOROCABA;"45399961000159 ";"348295"
UNIMED SOUSA;"24294787000100 ";"343153"
UNIMED STA RITA, STA ROSA E S?O SIM?O ;?03029587000150 ;"402834"
UNIMED STA RITA, STA ROSA E SÃO SIMÃO;"03029587000150 ";"402834"
UNIMED SUDESTE PAULISTA; 04877277000158 ;"414646"
UNIMED SUDOESTE DE MINAS;"71064539000152 ";"324175"
UNIMED SUL CAPIXABA;"32440968000125 ";"320706"
UNIMED SUL DO PAR? COOPERATIVA DE TRABALHO MEDICO ;?14112023000100 ;"366145"
UNIMED SUL DO PARÁ COOP. DE TRAB. MÉDICO;"14112023000100 ";"366145"
UNIMED SUL DO PARÁ COOPERATIVA DE TRABALHO MEDICO ; 14112023000100 ;"366145"
UNIMED SUL MINEIRA;"21490586000190 ";"337188"
UNIMED TATU? ;?00006037000127 ;"361941"
UNIMED TATUÍ;"00006037000127 ";"361941"
UNIMED TERES?POLIS COOPERATIVA DE TRABALHO MEDICO ;?39447149000159 ;"363774"
UNIMED TERESINA;"07241136000132 ";"353353"
UNIMED TERESÓPOLIS COOPERATIVA DE TRABALHO MEDICO; 39447149000159;"363774"
UNIMED TR?S PONTAS - COOPERATIVA DE TRABALHO M?DICO ;?64388812000139 ;"364070"
UNIMED TR?S RIOS ;?00946953000147 ;"337498"
UNIMED TRES CORA??ES COOPERATIVA DE TRABALHO MEDICO LTDA ;?42855999000109 ;"359033"
UNIMED TRES CORAÇÕES COOPERATIVA DE TRABALHO MEDICO LTDA ; 42855999000109 ;"359033"
UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.;"42855999000109 ";"359033"
UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;"64388812000139 ";"364070"
UNIMED TRÊS RIOS;"00946953000147 ";"337498"
UNIMED TRES VALES;"66343559000122 ";"316881"
UNIMED UBA;"25686544000180 ";"362573"
UNIMED UBERABA LTDA ;?17774738000109 ;"354066"
UNIMED UBERABA LTDA ; 17774738000109 ;"354066"
UNIMED UBERABA LTDA.;"17774738000109 ";"354066"
UNIMED UBERL?NDIA ;?17790718000121 ;"384577"
UNIMED UBERLANDIA;"17790718/0001-21";"384577"
UNIMED UBERLÂNDIA;"17790718000121 ";"384577"
UNIMED UBERLÂNDIA-CIRURGIAS;"";"385255"
UNIMED URUGUAIANA;"72173180000114 ";"328596"
UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVI?OS M?DICOS LTD ;?92128610000193 ;"335541"
UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVIÇOS MÉDICOS LTD;"92128610000193 ";"335541"
UNIMED VALE DO A?O COOPERATIVA DE TRABALHO MEDICO ;?16991945000152 ;"359289"
UNIMED VALE DO A?U ;?02686190000178 ;"309877"
UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO;"16991945000152 ";"359289"
UNIMED VALE DO AÇU;"02686190000178 ";"309877"
UNIMED VALE DO CA? ;?87306361000149 ;"313211"
UNIMED VALE DO CAÍ;"87306361000149 ";"313211"
UNIMED VALE DO CARANGOLA;"86483542000188 ";"337561"
UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO;"00747041000146 ";"302228"
UNIMED VALE DO JAGUARIBE; 41314220000177 ;"356832"
UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;"70523899000102 ";"370975"
UNIMED VALE DO PIQUIRI;"80525652000189 ";"308811"
UNIMED VALE DO RIO DOCE;"39384664000137";"371629"
UNIMED VALE DO RIO DOCO COOPERATIVA DE TRABALHO M?DICO ;?39384664000137 ;"371629"
UNIMED VALE DO RIO DOCO COOPERATIVA DE TRABALHO MÉDICO; 39384664000137;"371629"
UNIMED VALE DO S?O FRANCISCO COOPERATIVA DE TRABALHO M?DICO ;?40853020000120 ;"323268"
UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO; 40853020000120;"323268"
UNIMED VALE DO SINOS ;?88258884000120 ;"356417"
UNIMED VALE DO SINOS ; 88258884000120 ;"356417"
UNIMED VALE DO URUCUIA;"01371135000126 ";"311057"
UNIMED VALEN?A COOPERATIVA DE TRABALHO M?DICO ;?42047191000197 ;"407062"
UNIMED VALENÇA COOPERATIVA DE TRABALHO MEDICO;"42047191000197 ";"407062"
UNIMED VARGINHA COOPERATIVA DE TRABALHO M?DICO ;?17845504000105 ;"344729"
UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO;"17845504000105 ";"344729"
UNIMED VERA CRUZ;"97388490000187 ";"324345"
UNIMED VERTENTE DO CAPARA?-COOPERATIVA DE TRABALHO M?DICO LT ;?71499792000139 ;"317896"
UNIMED VERTENTE DO CAPARAÓ-COOPERATIVA DE TRABALHO MÉDICO LT; 71499792000139;"317896"
UNIMED VH;;"351776"
UNIMED VI?OSA ;?66343534000129 ;"314587"
UNIMED VIÇOSA; 66343534000129;"314587"
UNIMED VILHENA;"01659087000176 ";"342131"
UNIMED VITORIA;"27578434000120 ";"357391"
UNIMED VOLTA REDONDA;;"123456"
UNIMED(RS)ALEGRETE SOCI.COOPERATIVA DE SERVIÇOS MÉDICOS LTDA;"00989693000197 ";"349739"
UNIMED-COOPERATIVA DO TRABALHO MEDICO;;"321044"
UNIMED-COOPERATIVA DO TRABALHO MEDICO;"08.680.639/0001-77";"321044"
UNIMED-COOPERATIVA DO TRABALHO MEDICO - EXAMES;"";"321044"
Unimed-sistema;;"012345"
UNIMED.;;"1"
UNIMED/RS;"87158507000156 ";"367087"
UNIMEDFOZ;"81697419000146 ";"351792"
UNIMEDINTERCAMBIO;;"351176"
UNIMES;;"999999"
UNINTER-SAUDE/UNINFANCIA; 65709495000178 ;"336122"
UNIODONTO;"00022130000125 ";"347302"
UNIODONTO;"02246412000131 ";"355011"
UNIODONTO;"53206108000100 ";"303259"
UNIODONTO ;?00855599000145 ;"354686"
UNIODONTO ;?01066312000160 ;"382337"
UNIODONTO ;?02015569000156 ;"301647"
UNIODONTO ;?02662309000172 ;"367966"
UNIODONTO ; 00855599000145 ;"354686"
UNIODONTO ; 01066312000160 ;"382337"
UNIODONTO; 01750093000134 ;"340049"
UNIODONTO ; 02015569000156 ;"301647"
UNIODONTO ; 02662309000172 ;"367966"
UNIODONTO - AC;"02948490000188 ";"403997"
UNIODONTO - FEIRA; 16325896000119;"400556"
UNIODONTO ACRE; 02948490000188;"403997"
UNIODONTO ADMINISTRADORA;"02338268000163 ";"342203"
UNIODONTO AMAPÁ;"02254846000183 ";"365785"
UNIODONTO ARACATUBA;"01856688000179 ";"362824"
UNIODONTO ARAPIRACA;"02988689000130 ";"403512"
UNIODONTO BEL?M ;?15308521000188 ;"368555"
UNIODONTO BELEM;"15308521000188 ";"368555"
UNIODONTO BOTUCATU;"01946395000182 ";"347477"
UNIODONTO BRAGAN?A PAULISTA ;?02478779000180 ;"306193"
UNIODONTO BRAGANÇA PAULISTA;"02478779000180 ";"306193"
UNIODONTO CARUARU;"01141489000184 ";"414891"
UNIODONTO CATAL?O ;?01655691000124 ;"337137"
UNIODONTO CATALÃO; 01655691000124 ;"337137"
UNIODONTO CATARINENSE;"07270625000112 ";"415626"
UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA;"87303772000180 ";"353752"
